mor0,mor1,mor2,mor3,zer0,zer1,zer2,zer3,zer4,zer5,zer6,zer7,zer8,pix0,pix1,pix2,pix3,pix4,pix5,pix6,pix7,pix8,label
0.5,0.0,0.0,0.12181060073096639,-5.777733211173069,-0.584131039117555,-1.027980154796492,-2.021246325504875,1.4705064383223563,3.2258245131987797,-0.8081844738118814,-0.21455713075101523,0.006171302146960361,-1.3473367339436058,-4.28916731207247,-0.28159083714846145,0.5540529579299357,2.020656562837346,-0.5751867442191662,3.92646746486748,-2.077802716917519,0.5854868127655171,0.0
0.5,0.0,0.0,0.12187923608847095,-6.755181332701296,-2.112623236856444,-0.19371162913962137,-2.2427457474079673,0.2369802047211959,1.3926865949265943,0.13866797938946734,0.22778054311756543,-0.7974829408212503,-1.1312581187742088,-3.1239244795965675,0.46724966396601475,-1.5667576612180476,3.8804412869425633,-2.1044403897633064,2.5010184063321335,-1.0753655406237927,0.7372453144969419,0.0
0.5,0.0,0.0,0.1724634945692275,-4.906139179548694,-0.31608812884163284,0.07654837754436015,-3.165152640162556,2.666924645175319,2.572164927851501,-2.5935998115423673,-0.037214305961930746,1.9213766899727862,-0.3349142292649112,-1.9496208385368266,2.0204726015575725,1.3660511646337952,2.960835142363565,-1.8103597927649935,4.211435724530537,-1.2134261961283483,1.4960099415070702,0.0
0.5,0.0,0.0,0.1208068086274644,-7.210447144402978,-1.6934965665090582,-0.750226310759569,-1.8460066978751086,-0.021034185859945452,0.42806230947110774,0.0542564234378329,0.4692691258028817,1.3814179653763388,-1.3266382102859189,-3.4535807806133647,-0.39658763102867556,-1.6985774259769584,2.698940162026597,-0.3379785156482249,1.9686827466585464,-1.791717187454358,0.6097649082875103,0.0
0.5,0.0,0.0,0.13556341049091436,-6.372714085912241,-0.08799320441743999,-0.35921795647571625,-2.009362030437957,0.3111899024510959,0.18471202839302772,0.22513552813207025,0.5505333694862533,-0.42398935764427115,-1.175330901237797,-4.104422515023096,1.710821871709037,-0.3085786182114413,3.954655559390075,-1.5895917548163783,2.2322658155855994,-0.020309117636878427,0.1112768279344179,0.0
0.5,0.0,0.0,0.11286226599632798,-5.744143559684841,-1.8284639176013595,-0.26362561012593383,-1.7680561614412738,0.6337978098631454,0.4398039352693555,0.4793044142827263,1.1712729404990025,-0.36028468811833936,-0.6472381690844651,-3.376865306163211,-0.3648583950959526,-1.530766041457757,4.245852099390149,-2.411002191948044,2.6297185979380737,0.096414646737908,0.014461975869517474,0.0
0.5,0.0,0.0,0.10436006108546814,-5.257764410569635,-0.8603032296546654,-0.9626736158751853,-0.385044485874363,-1.108016845216011,-0.14696520581436542,-0.15306082768230828,0.43544824696801554,-0.9809211707757558,-1.369277765595283,-3.02887438972766,-0.726387240674143,-1.6259777916066986,2.548533887186247,-1.4078987060494788,0.3619978876459444,-0.3867854312549759,0.24646388710561778,0.0
0.5,0.0,0.0,0.1450093515674601,-5.119181029334503,-0.8630006056163185,-1.2854335927504523,-1.2266452325754382,-0.6166718284784152,1.1058022593646604,1.2988182142559621,-0.38307278556015806,0.288212429849702,-1.5565679593884227,-3.682325530321628,0.4809472964087773,-0.4982649998179669,3.413411366743817,-0.560293442731396,1.4121977282629368,-0.7403794081234486,-0.7923480164348577,0.0
0.5,0.0,0.0,0.1588393761046002,-6.4382481747664375,-0.6625912210040646,-0.4466702587878612,-2.02202224165086,0.052123231539302366,-0.29776155987144576,-0.35740356706535564,0.47312542752555525,1.1209566710151608,-1.4606068028087142,-3.906637850756094,0.8058902278116781,-1.5532395595247983,3.565581958096345,-0.11627940219253619,2.3749065973274304,-0.7296043162435681,-0.2826799556887523,0.0
0.5,0.0,0.0,0.12954065786990177,-5.543333857898764,-0.2651752849874329,0.022878074380231487,-1.290137614378291,0.7872179842497348,1.0517147331970262,-0.653184801826006,-0.24142776274800667,1.1808486742414428,0.45111234876455586,-3.2128097687149224,-0.07330428855685311,0.5254677783300707,1.8209052336858784,-0.5571971463033152,3.3595668215733774,-1.013706210309487,-0.4437493558607267,0.0
0.5,0.0,0.0,0.06235522229276402,-1.4997664565441902,-0.5620184973460219,1.863126067637067,0.1697088543125759,-0.8065416116685257,-0.7299889507517076,0.9372475607669144,-2.8098734747246925,-1.9536781351874146,-1.6082641358668002,0.1904771537696086,-1.3590946836763917,-0.07080711881370488,1.2841285279130672,-1.0513094000178012,1.1648818669103729,1.367963009848896,-1.0100834382743376,0.0
0.5,0.0,0.0,0.21297551433621031,-5.221606896743539,0.12696536149547885,-0.49613720637135705,-0.3442044117669621,-0.25128002616711315,4.483903723669946,-0.7301810629327893,0.47175112012590464,-4.740529207423096,-1.3973859538780395,-4.734990826389316,0.3943375843734571,-1.8039850455676312,2.9042679576613266,-0.4590715968376471,1.5111463456273042,-0.7264147328280615,-0.07130894582699421,0.0
0.5,0.0,0.0,0.13351292918546986,-6.365457826590114,-1.7605678266622276,-0.7936330016517796,-2.6574939693606194,0.3696389818502856,0.05873694520840698,-0.32824776536009914,0.8157754064357612,-0.05928370965702662,-0.8351689357496694,-3.469127135134313,0.6434489689765516,-1.2164456186974866,2.639081929430979,-0.34938334379517844,4.159120840425578,-0.4694292035518425,-0.42441612447202637,0.0
0.5,0.0,0.0,0.10931896566516242,-6.795678590872683,-1.5743529754173724,-0.5619676637065725,-2.9535336265184595,0.6070062193669367,0.49910971710837815,0.36716753876429925,1.1962080286701038,-0.5195002599217156,-1.6864965275601176,-3.4941378177162745,0.19242975869779477,-1.8260552017697051,3.166409209987708,-0.4794888404893478,3.6840646275734743,-0.897053862166121,0.7670777584892119,0.0
0.5,0.0,0.0,0.1393297757339692,-5.122486455979745,-0.2536247546845919,-0.814844783162789,-2.0968124028023882,0.9883782618079925,-0.4534525940985082,-0.5611060303693037,0.47296638448880596,0.2277516978664123,-1.8832269248506945,-3.751777715522553,0.5336369045710143,-0.9369934259239754,3.4451178652269903,0.22959807487970751,2.716432172118523,-1.187092283827563,0.4081112627535055,0.0
0.5,0.0,0.0,0.15813586369018007,-6.525368820720467,-1.6766134667573611,-0.4439799404581728,-2.848579269698064,0.13334745480202762,0.09438689158872487,-1.9806010355602026,2.631616466710309,3.3133880020611315,-0.523730271054903,-3.608131438894703,0.6075075097335365,-1.2863984458305122,4.252493097217386,-0.9754676305225191,1.7432532874542106,-0.742598680658497,0.5464808389630986,0.0
0.0,0.5,0.2,0.2514456322174369,2.6161169383868774,-3.4690056413057846,2.5150459571627284,-1.2210108901409704,-1.67753258843084,1.9096909396084143,0.7859122754419436,0.08503690944375585,-0.30517060623871384,-2.0329653839506556,3.5996887615775606,-4.041694605552278,-2.4999880011747107,-1.713678862244,-2.053667348373941,0.6774255471478607,1.1916358715808912,0.46860252230454513,1.0
0.0,0.5,0.2,0.2133358499631085,2.8329562265414836,-3.703772417218739,1.709418558409462,1.0086515856182678,-2.096149285320911,0.8071988871409289,1.3111006029604784,-0.03892029062625751,-0.8422196147547396,-0.6343734122296604,4.683754872877391,-3.140690815703989,-3.7526099881311703,-0.6518803503756074,-2.1257873558579585,0.7752524043574849,1.0904664360034289,2.7896942612403985,1.0
0.0,0.3333333333333333,0.0,0.18425161722061134,2.927261438576923,-4.020201193532442,0.35497404023125156,-0.740561852070064,-1.5909746745890974,0.909854603630657,-0.8985451337089129,-0.5784793301631441,0.6477262485154275,0.7769286969348757,2.4055855705668856,-2.7650488841888494,-1.2140677763330625,-0.9359119826528924,-1.7526128217068075,0.8524972431702357,1.7696233275986613,1.4932447922197465,1.0
0.0,0.5,0.2,0.109396180442355,4.210012590947975,-4.034173278544357,0.9425815687369231,-0.4415442216665705,-1.5901120250174035,1.6244646702555268,-0.39763705708688013,1.2729152064877236,0.6460649772448748,-1.5705072171104557,3.5165192506730003,-2.5424047557379774,-1.8815074635475786,-1.1844367102903919,-2.107047052974718,-0.5961678480235116,0.7776534572609952,1.0072132096762534,1.0
0.0,0.5,0.2,0.18751179670207108,3.8937492692683406,-3.4733448612962863,0.18764033539694655,0.09905736033334385,-1.6546088061490953,1.7158838878752258,-0.7507867162753302,-1.0596912627623656,0.21200426093896507,-0.7833389847110015,3.9779939804518745,-3.303397630566638,-2.684059865446852,-1.5979213734298021,-2.1323720676136158,2.7960734976528867,0.6759210856458361,1.6468467939327311,1.0
0.0,0.3333333333333333,0.0,0.13189999828411614,2.8577040674041077,-3.8537659962439132,1.7939823048620502,-1.8368279445238886,-1.1941815508553253,0.7514317152523393,0.009562262049185847,-0.7754513982479939,0.6989928076722499,0.8378939365510685,1.8636889214189163,-2.254405503235043,-2.3045409220227313,-0.8468504864403619,-2.101331908357349,-0.569432747442965,1.3015713696107345,1.2039042998701748,1.0
0.0,0.3333333333333333,0.0,0.3238902520633503,2.8451731634361765,-1.9017163968174196,-0.06284736253643503,-0.8703755272988214,0.441297007130645,1.6168950050623876,-0.29839300176347616,0.525585746945547,1.4358647621075507,1.8654756336711673,1.9268131439858611,-2.314604843261746,-1.8788226067806202,-0.7852745920676261,-0.8187121633737174,0.4512026104387241,0.42140255943467214,2.9512197713187005,1.0
0.0,0.3333333333333333,0.0,0.15175277544226906,3.383845539496705,-4.375702962115611,2.4463339786846303,-0.6504158648103985,-3.7852584484235217,2.4910337589909295,0.9687821725450694,-0.47201240503456116,-0.6764918212859231,-1.1289515675483637,4.041555274043049,-3.8262074497319825,-2.9165981683380773,-2.0364887211024794,-2.97135686380604,1.6426251507884682,0.45831425869690845,0.12897647635724924,1.0
0.0,0.3333333333333333,0.0,0.14217814307040288,3.005239407982068,-3.3580084720583545,0.12005818446946076,0.6507355630535707,-2.3383636091868927,0.9275740523713603,-0.22609681977791388,-0.6691407882564023,0.17774149548049709,-1.0053804632508359,2.968010403146666,-2.1783983556518685,-2.2958601136202823,-2.2504040382105743,-2.245883850856261,0.9544998234300046,-0.11339960651931508,2.168690049246363,1.0
0.0,0.3333333333333333,0.0,0.16650937730571902,2.83765549312614,-4.535508495417056,2.143459544644606,-0.07082245546127505,-3.169749207151581,2.3600643806686668,0.3432176822624724,-0.11449305123555205,0.2195887554063395,-0.664787783977496,3.905910021275684,-3.6195296317027337,-3.384041502198589,-2.1216801007897335,-2.473038993998456,2.2761528855621447,0.14255931407244515,0.3309957778077728,1.0
0.0,0.3333333333333333,0.0,0.2561986307246179,1.595770102703991,-3.7017684290174904,3.6963919458763397,0.29518391150344986,-0.6493891283144938,0.5000207481517424,2.294796643169818,-1.5412649582099165,0.05066720876364347,-0.9953808140510214,3.7078636569400762,-2.459284869159114,-0.04106986923830709,-1.9949359285885895,-1.3672479876002366,-0.10817453801597779,1.0111425469834483,0.12063469318112822,1.0
0.0,0.5,0.2,0.2637828377288559,2.930566385836007,-3.111953953569972,0.39941454715390123,1.608632785412877,-2.359714271760094,2.487563037619814,1.078078723712751,-0.7380667388955932,-1.0064551635352703,-1.4296608431151583,1.5482596647209088,-4.500753970136714,-1.424352856711427,0.04178159402338233,-1.4718215869178195,1.1782030023653296,0.15622488275994484,1.736371154294854,1.0
0.0,0.3333333333333333,0.0,0.255066147325795,2.352257554030392,-3.609695524896293,0.3544992342221326,0.6230584830992415,-2.52914430138016,0.7199084570293961,0.45296878743077745,-0.7857551600873752,-0.35379559418908973,-0.3223303055071046,4.189115227033863,-2.930146760682485,-4.807704069904204,-2.0769354914303575,-3.469601730796179,2.7028378303072844,2.035471029716243,1.1973786708732013,1.0
