mor0,mor1,mor2,mor3,zer0,zer1,zer2,zer3,zer4,zer5,zer6,zer7,zer8,pix0,pix1,pix2,pix3,pix4,pix5,pix6,pix7,pix8,label
0.5,0.0,0.0,0.10300451277475597,0.7390334366797736,0.6547470320020752,0.4565535933066336,0.6462695586379222,0.4945656739997876,0.5982062040991862,0.6507105935226752,0.8457859746690528,0.5528425309330983,0.39491906760239437,0.44073669232488344,0.6520138458909174,0.5528174082629298,0.27668164038470744,0.5125502976932602,0.823040841629459,0.42833609468647116,0.25380043621454806,0
0.5,0.0,0.0,0.14117435096690067,0.8654110058670041,0.6888787400262849,0.46143867986870934,0.7376413526746205,0.684544494144304,0.6498837945111052,0.6483887228282259,0.7578283485918218,0.5022884198212128,0.32554508640724855,0.33194150028468566,0.5285379237767602,0.5167158502795499,0.16307752650865082,0.47583088243373517,0.9263433380100898,0.36097695295814686,0.361516747386158,0
0.5,0.0,0.0,0.1076202405669281,0.8643473178068398,0.5953477098656449,0.42807447714291524,0.6438030918197696,0.5384997478298684,0.7207998912793141,0.6405594994078355,0.7773092572906577,0.5915302645283912,0.3643252977048699,0.249049789420558,0.5646955868911429,0.6006756802731953,0.28183299155565816,0.37875803976556666,0.8782307033513097,0.4438285394291224,0.5342262426002732,0
0.5,0.0,0.0,0.20353815267935282,0.8741705616681359,0.5739313061144905,0.4780651749115129,0.5646289425843594,0.4752805375496964,0.7447006638424429,0.5229108717346058,0.5589368292706021,0.5059875319210688,0.400437230797721,0.2284271000473928,0.7043847908053114,0.5261183652658593,0.21577764386615683,0.4792998013871875,0.8241404709301909,0.362753840824076,0.5232446287285688,0
0.5,0.0,0.0,0.21297551433621031,0.779505769990616,0.5362279631398499,0.41395301938718354,0.42155385255882283,0.43871548425728757,0.9560177682192335,0.6246431812114038,0.705894810943935,0.13889161567984576,0.3934554310083235,0.21242702916721168,0.6378220831606808,0.6422954466289332,0.2688529072947881,0.4678554863705103,0.6977531995200504,0.4112651583846358,0.46025780228781116,0
0.5,0.0,0.0,0.15365740661301686,0.8553376900708857,0.5940966339805706,0.5043101795418187,0.45976657348162836,0.4713471039818348,0.4937722826067188,0.5634674898580327,0.632436290265416,0.6580960182115618,0.3961995484697475,0.2747645523391825,0.6334507993408143,0.5304432594486487,0.2079660583644773,0.5057107065381562,0.8695345165377313,0.4000645254185688,0.6358634207893933,0
0.5,0.0,0.0,0.11982017536333844,0.8261489669827033,0.6520133376399538,0.3382304535243003,0.6553303418391682,0.5508486474842357,0.6279995787364602,0.5853395542453291,0.638470725863036,0.6164433546275863,0.3840988891767974,0.39477637427385276,0.5824304733765551,0.5055318983992548,0.390183514827616,0.44282397888164426,0.8805349999619423,0.4012935505317061,0.5068020280473038,0
0.5,0.0,0.0,0.1254997511968291,0.9615972863468074,0.6830950801747069,0.47894224265694096,0.5862728911617593,0.5097872158697283,0.5192564455818933,0.7025492061139635,0.6696467052326017,0.5173575794304586,0.4042735487819576,0.35063431077016166,0.619503487751726,0.5105127619007481,0.2669671015993073,0.41460234268322876,0.9307193411417634,0.532821679881477,0.5448726281607242,0
0.5,0.0,0.0,0.2261020264589303,0.7216404318099726,0.5070098698893454,0.33975213585787467,0.7295087174528111,0.3519878376342114,0.6257100822037802,0.6403100484327331,0.3370343403089591,0.5535280185476714,0.5556156564604415,0.37967068272403093,0.6426511222399781,0.46470939553725865,0.1471001149298411,0.39074694219496864,0.8408976499307348,0.5730959752259582,0.5858743558682111,0
0.5,0.0,0.0,0.13806002162013764,0.8771556300405287,0.6705242901780903,0.4584532304297383,0.5325801118417938,0.358153565092579,0.5374808079300639,0.6539581562933245,0.626563156169076,0.5074961580755168,0.3952270929782014,0.366065273710343,0.580126453763977,0.5030680010126374,0.17336984087165658,0.5127318336226824,0.7996580545055243,0.4420399219499187,0.447822765312122,0
0.5,0.0,0.0,0.14713704765009694,0.8572149891265304,0.7049962803230946,0.5391342773949721,0.6902219290048576,0.48107661468094437,0.5616532726968156,0.6160940914030283,0.6717152014127353,0.668678135724566,0.39418565089627394,0.2792773806912032,0.7250679747795739,0.6547002638518856,0.1644464534167952,0.5856310854321218,0.8335910402483095,0.29445085791880465,0.35101326386516474,0
