mor0,mor1,mor2,mor3,zer0,zer1,zer2,zer3,zer4,zer5,zer6,zer7,zer8,pix0,pix1,pix2,pix3,pix4,pix5,pix6,pix7,pix8,label
0.5,0.0,0.0,0.12535390106213218,-4.9778355593763175,-0.6586167923602586,-0.5339927737783254,-1.3282974593759727,-1.0590895266310374,-0.7371458304027152,0.6350828385420556,-0.7516034880565631,0.305013313801057,-1.2116587821009053,-2.983366864726197,1.5800118939322383,0.9138382374352647,-3.6207046100550726,2.045970990368958,-2.6701109034488244,-0.24489852917793228,-0.3966601386274357,0.0
0.5,0.0,0.0,0.09087321333584997,-6.3958034534016095,-0.9614443191330705,0.08847856330622429,-3.052875360306227,0.9986642656775843,-1.6670342607494408,-0.22793762258559228,0.9734229412211082,-0.04122517420762298,-1.4360768806862265,-4.422568099325202,0.2040176137276719,0.599319704315422,-3.3087707201069447,0.568255037262615,-3.530762861633938,-1.855486091310575,1.5764645207457106,0.0
0.5,0.0,0.0,0.0798057619382625,-6.559588060510479,-1.9266512615526903,-0.07596857197184352,-2.3796954935662837,1.646686489511587,-2.356687463782979,0.14870885507753218,0.9537818268470172,-0.001047610191778045,-1.3798557030430918,-2.3941202570816458,0.5560231743201927,1.568529868955514,-2.9903685343104165,0.9089735688518944,-3.595387253313995,-2.1934268824005163,0.5163108223352205,0.0
0.5,0.0,0.0,0.19821891247276036,-7.202579827014818,-1.4087464500081412,0.7421619478385464,-2.2534411584344896,-0.08527316672796073,-0.9657523516743687,1.140585967886902,-0.20000142717919966,0.7935925676889211,-1.5591515107549707,-3.7966109756230373,1.7571928293478805,-0.0026397007757121838,-3.320810261956515,1.3122344249926365,-3.5282456553582895,-0.5539645136552299,1.1065709137934376,0.0
0.5,0.0,0.0,0.15750098663326428,-6.513946062726769,-1.0983788897381108,-0.7465267411356498,-2.457578635070469,-0.600528276929869,-0.2805295580177889,-1.024688683098923,-0.27708750338873583,-0.1000546067263861,-1.4547582076773242,-3.0811052333360562,0.033659999114274974,1.4383558737804094,-1.5981338963632685,0.9854979011142838,-2.620030255672831,-1.0712923855596406,-0.13549658349583282,0.0
0.5,0.0,0.0,0.113505722472932,-6.266129174121883,-0.5536396646867486,-0.6132086663272249,-1.4863719843574226,0.5400531990097015,-0.279219938673754,1.029028359514673,0.47116620258706093,0.17664520411845996,-3.0236879340294496,-2.1272078265549683,0.6316649380470272,-0.48525164161702494,-2.493124160450403,-0.16712739619630734,0.0641593603812598,-0.027233431953806342,0.956082022074543,0.0
0.5,0.0,0.0,0.20353815267935282,-6.531655080825218,-0.5054034639885905,-0.12384237818209558,-1.799151744120263,-0.1314097154364466,-2.396980875509451,1.339176022765644,-0.5074861862024471,-0.8459880692930807,-1.8022315663283128,-4.7756103395448,1.3631647641491806,0.19497666238850897,-2.783498453530417,0.7322648362720686,-2.9601077346550877,-0.9483367606618993,-0.14181373525110386,0.0
0.5,0.0,0.0,0.15338286518299904,-4.056303622977598,-1.1186486958455515,-1.3164013857060552,0.11937382283298988,0.07159499350427674,-2.721500885059723,0.6924127116499543,0.924727732154653,-3.9181960152467594,-2.152528594624489,-4.031124400762717,-0.549267778856577,0.15546604685747917,-2.5827806750101714,1.4684285607284329,-2.8773600363396685,-0.6169975020176542,0.45012019329600783,0.0
0.5,0.0,0.0,0.10300451277475597,-4.730200668900819,-1.3569600733386673,-0.15347249178613542,-2.4315467285746935,0.2098777991244135,-0.9959916616731376,-0.3231432277969819,1.8906480891765727,-0.3307957433707246,-1.7551698317497066,-2.2102268845165067,1.152689949329252,0.7818345015950907,-2.3557888276975882,-0.37554210142178635,-3.036395569203036,-0.5634072986483994,2.2813117833975194,0.0
0.5,0.0,0.0,0.13187426002505187,-6.37180266006551,0.11181493793673382,-1.2063716873533283,-3.092991278964661,1.2902462352056845,-0.5022298398929165,0.8987583146929917,1.1663642897990039,1.4895638419321338,-0.4162624655952871,-2.8227848315789235,1.6879569772126883,-2.14926755799602,-2.0462181741654115,1.196009199268884,-2.3050696278018887,0.16144306812494777,0.7395441532804472,0.0
